order_item_id,order_id,product_id,is_primary_item,price_usd,cogs_usd,created_at
52,52,1,1,49.99,19.49,3/30/2012
53,53,1,1,49.99,19.49,3/30/2012
54,54,1,1,49.99,19.49,3/30/2012
55,55,1,1,49.99,19.49,3/30/2012
56,56,1,1,49.99,19.49,3/31/2012
57,57,1,1,49.99,19.49,3/31/2012
58,58,1,1,49.99,19.49,3/31/2012
59,59,1,1,49.99,19.49,3/31/2012
60,60,1,1,49.99,19.49,3/31/2012
61,61,1,1,49.99,19.49,4/1/2012
62,62,1,1,49.99,19.49,4/1/2012
63,63,1,1,49.99,19.49,4/1/2012
64,64,1,1,49.99,19.49,4/1/2012
65,65,1,1,49.99,19.49,4/2/2012
66,66,1,1,49.99,19.49,4/2/2012
67,67,1,1,49.99,19.49,4/2/2012
68,68,1,1,49.99,19.49,4/2/2012
69,69,1,1,49.99,19.49,4/3/2012
70,70,1,1,49.99,19.49,4/3/2012
71,71,1,1,49.99,19.49,4/3/2012
72,72,1,1,49.99,19.49,4/3/2012
73,73,1,1,49.99,19.49,4/3/2012
74,74,1,1,49.99,19.49,4/3/2012
75,75,1,1,49.99,19.49,4/4/2012
76,76,1,1,49.99,19.49,4/4/2012
77,77,1,1,49.99,19.49,4/4/2012
78,78,1,1,49.99,19.49,4/4/2012
79,79,1,1,49.99,19.49,4/4/2012
80,80,1,1,49.99,19.49,4/5/2012
81,81,1,1,49.99,19.49,4/5/2012
82,82,1,1,49.99,19.49,4/5/2012
83,83,1,1,49.99,19.49,4/6/2012
84,84,1,1,49.99,19.49,4/6/2012
85,85,1,1,49.99,19.49,4/6/2012
86,86,1,1,49.99,19.49,4/6/2012
87,87,1,1,49.99,19.49,4/7/2012
88,88,1,1,49.99,19.49,4/7/2012
89,89,1,1,49.99,19.49,4/7/2012
90,90,1,1,49.99,19.49,4/8/2012
91,91,1,1,49.99,19.49,4/8/2012
92,92,1,1,49.99,19.49,4/8/2012
93,93,1,1,49.99,19.49,4/8/2012
94,94,1,1,49.99,19.49,4/8/2012
95,95,1,1,49.99,19.49,4/9/2012
96,96,1,1,49.99,19.49,4/9/2012
97,97,1,1,49.99,19.49,4/9/2012
98,98,1,1,49.99,19.49,4/9/2012
99,99,1,1,49.99,19.49,4/9/2012
100,100,1,1,49.99,19.49,4/9/2012
101,101,1,1,49.99,19.49,4/9/2012
102,102,1,1,49.99,19.49,4/9/2012
103,103,1,1,49.99,19.49,4/10/2012
104,104,1,1,49.99,19.49,4/10/2012
105,105,1,1,49.99,19.49,4/10/2012
106,106,1,1,49.99,19.49,4/11/2012
107,107,1,1,49.99,19.49,4/11/2012
108,108,1,1,49.99,19.49,4/11/2012
109,109,1,1,49.99,19.49,4/11/2012
110,110,1,1,49.99,19.49,4/11/2012
111,111,1,1,49.99,19.49,4/12/2012
112,112,1,1,49.99,19.49,4/12/2012
113,113,1,1,49.99,19.49,4/12/2012
114,114,1,1,49.99,19.49,4/12/2012
115,115,1,1,49.99,19.49,4/13/2012
116,116,1,1,49.99,19.49,4/13/2012
117,117,1,1,49.99,19.49,4/14/2012
118,118,1,1,49.99,19.49,4/15/2012
119,119,1,1,49.99,19.49,4/15/2012
120,120,1,1,49.99,19.49,4/15/2012
121,121,1,1,49.99,19.49,4/15/2012
122,122,1,1,49.99,19.49,4/16/2012
123,123,1,1,49.99,19.49,4/16/2012
124,124,1,1,49.99,19.49,4/16/2012
125,125,1,1,49.99,19.49,4/16/2012
126,126,1,1,49.99,19.49,4/16/2012
127,127,1,1,49.99,19.49,4/17/2012
128,128,1,1,49.99,19.49,4/18/2012
129,129,1,1,49.99,19.49,4/18/2012
130,130,1,1,49.99,19.49,4/18/2012
131,131,1,1,49.99,19.49,4/18/2012
132,132,1,1,49.99,19.49,4/19/2012
133,133,1,1,49.99,19.49,4/19/2012
134,134,1,1,49.99,19.49,4/19/2012
135,135,1,1,49.99,19.49,4/19/2012
136,136,1,1,49.99,19.49,4/19/2012
137,137,1,1,49.99,19.49,4/19/2012
138,138,1,1,49.99,19.49,4/20/2012
139,139,1,1,49.99,19.49,4/21/2012
140,140,1,1,49.99,19.49,4/22/2012
141,141,1,1,49.99,19.49,4/22/2012
142,142,1,1,49.99,19.49,4/22/2012
143,143,1,1,49.99,19.49,4/23/2012
144,144,1,1,49.99,19.49,4/23/2012
145,145,1,1,49.99,19.49,4/23/2012
146,146,1,1,49.99,19.49,4/23/2012
147,147,1,1,49.99,19.49,4/23/2012
148,148,1,1,49.99,19.49,4/23/2012
149,149,1,1,49.99,19.49,4/23/2012
150,150,1,1,49.99,19.49,4/24/2012
151,151,1,1,49.99,19.49,4/24/2012
152,152,1,1,49.99,19.49,4/25/2012
153,153,1,1,49.99,19.49,4/26/2012
154,154,1,1,49.99,19.49,4/26/2012
155,155,1,1,49.99,19.49,4/26/2012
156,156,1,1,49.99,19.49,4/27/2012
157,157,1,1,49.99,19.49,4/27/2012
158,158,1,1,49.99,19.49,4/29/2012
159,159,1,1,49.99,19.49,4/30/2012
160,160,1,1,49.99,19.49,5/1/2012
161,161,1,1,49.99,19.49,5/1/2012
162,162,1,1,49.99,19.49,5/1/2012
163,163,1,1,49.99,19.49,5/1/2012
164,164,1,1,49.99,19.49,5/1/2012
165,165,1,1,49.99,19.49,5/2/2012
166,166,1,1,49.99,19.49,5/2/2012
167,167,1,1,49.99,19.49,5/2/2012
168,168,1,1,49.99,19.49,5/2/2012
169,169,1,1,49.99,19.49,5/3/2012
170,170,1,1,49.99,19.49,5/3/2012
171,171,1,1,49.99,19.49,5/3/2012
172,172,1,1,49.99,19.49,5/3/2012
173,173,1,1,49.99,19.49,5/3/2012
174,174,1,1,49.99,19.49,5/4/2012
175,175,1,1,49.99,19.49,5/4/2012
176,176,1,1,49.99,19.49,5/4/2012
177,177,1,1,49.99,19.49,5/8/2012
178,178,1,1,49.99,19.49,5/8/2012
179,179,1,1,49.99,19.49,5/9/2012
180,180,1,1,49.99,19.49,5/9/2012
181,181,1,1,49.99,19.49,5/9/2012
182,182,1,1,49.99,19.49,5/9/2012
183,183,1,1,49.99,19.49,5/9/2012
184,184,1,1,49.99,19.49,5/9/2012
185,185,1,1,49.99,19.49,5/9/2012
186,186,1,1,49.99,19.49,5/9/2012
187,187,1,1,49.99,19.49,5/10/2012
188,188,1,1,49.99,19.49,5/10/2012
189,189,1,1,49.99,19.49,5/10/2012
190,190,1,1,49.99,19.49,5/11/2012
191,191,1,1,49.99,19.49,5/11/2012
192,192,1,1,49.99,19.49,5/11/2012
193,193,1,1,49.99,19.49,5/12/2012
194,194,1,1,49.99,19.49,5/13/2012
195,195,1,1,49.99,19.49,5/13/2012
196,196,1,1,49.99,19.49,5/13/2012
197,197,1,1,49.99,19.49,5/14/2012
198,198,1,1,49.99,19.49,5/14/2012
199,199,1,1,49.99,19.49,5/15/2012
200,200,1,1,49.99,19.49,5/15/2012
201,201,1,1,49.99,19.49,5/15/2012
202,202,1,1,49.99,19.49,5/15/2012
203,203,1,1,49.99,19.49,5/15/2012
204,204,1,1,49.99,19.49,5/15/2012
205,205,1,1,49.99,19.49,5/15/2012
206,206,1,1,49.99,19.49,5/15/2012
207,207,1,1,49.99,19.49,5/16/2012
208,208,1,1,49.99,19.49,5/16/2012
209,209,1,1,49.99,19.49,5/17/2012
210,210,1,1,49.99,19.49,5/17/2012
211,211,1,1,49.99,19.49,5/17/2012
212,212,1,1,49.99,19.49,5/18/2012
213,213,1,1,49.99,19.49,5/18/2012
214,214,1,1,49.99,19.49,5/18/2012
215,215,1,1,49.99,19.49,5/18/2012
216,216,1,1,49.99,19.49,5/19/2012
217,217,1,1,49.99,19.49,5/20/2012
218,218,1,1,49.99,19.49,5/20/2012
219,219,1,1,49.99,19.49,5/20/2012
220,220,1,1,49.99,19.49,5/20/2012
221,221,1,1,49.99,19.49,5/20/2012
222,222,1,1,49.99,19.49,5/21/2012
223,223,1,1,49.99,19.49,5/21/2012
224,224,1,1,49.99,19.49,5/21/2012
225,225,1,1,49.99,19.49,5/21/2012
226,226,1,1,49.99,19.49,5/22/2012
227,227,1,1,49.99,19.49,5/22/2012
228,228,1,1,49.99,19.49,5/22/2012
229,229,1,1,49.99,19.49,5/22/2012
230,230,1,1,49.99,19.49,5/22/2012
231,231,1,1,49.99,19.49,5/23/2012
232,232,1,1,49.99,19.49,5/23/2012
233,233,1,1,49.99,19.49,5/23/2012
234,234,1,1,49.99,19.49,5/24/2012
235,235,1,1,49.99,19.49,5/24/2012
236,236,1,1,49.99,19.49,5/25/2012
237,237,1,1,49.99,19.49,5/25/2012
238,238,1,1,49.99,19.49,5/25/2012
239,239,1,1,49.99,19.49,5/25/2012
240,240,1,1,49.99,19.49,5/25/2012
241,241,1,1,49.99,19.49,5/25/2012
242,242,1,1,49.99,19.49,5/26/2012
243,243,1,1,49.99,19.49,5/26/2012
244,244,1,1,49.99,19.49,5/26/2012
245,245,1,1,49.99,19.49,5/27/2012
246,246,1,1,49.99,19.49,5/27/2012
247,247,1,1,49.99,19.49,5/28/2012
248,248,1,1,49.99,19.49,5/28/2012
249,249,1,1,49.99,19.49,5/28/2012
250,250,1,1,49.99,19.49,5/29/2012
251,251,1,1,49.99,19.49,5/29/2012
252,252,1,1,49.99,19.49,5/29/2012
253,253,1,1,49.99,19.49,5/29/2012
254,254,1,1,49.99,19.49,5/29/2012
255,255,1,1,49.99,19.49,5/29/2012
256,256,1,1,49.99,19.49,5/29/2012
257,257,1,1,49.99,19.49,5/29/2012
258,258,1,1,49.99,19.49,5/30/2012
259,259,1,1,49.99,19.49,5/30/2012
260,260,1,1,49.99,19.49,5/30/2012
261,261,1,1,49.99,19.49,5/30/2012
262,262,1,1,49.99,19.49,5/30/2012
263,263,1,1,49.99,19.49,5/31/2012
264,264,1,1,49.99,19.49,5/31/2012
265,265,1,1,49.99,19.49,5/31/2012
266,266,1,1,49.99,19.49,5/31/2012
267,267,1,1,49.99,19.49,5/31/2012
268,268,1,1,49.99,19.49,6/1/2012
269,269,1,1,49.99,19.49,6/1/2012
270,270,1,1,49.99,19.49,6/1/2012
271,271,1,1,49.99,19.49,6/1/2012
272,272,1,1,49.99,19.49,6/1/2012
273,273,1,1,49.99,19.49,6/1/2012
274,274,1,1,49.99,19.49,6/2/2012
275,275,1,1,49.99,19.49,6/2/2012
276,276,1,1,49.99,19.49,6/3/2012
277,277,1,1,49.99,19.49,6/3/2012
278,278,1,1,49.99,19.49,6/3/2012
279,279,1,1,49.99,19.49,6/3/2012
280,280,1,1,49.99,19.49,6/4/2012
281,281,1,1,49.99,19.49,6/4/2012
282,282,1,1,49.99,19.49,6/5/2012
283,283,1,1,49.99,19.49,6/5/2012
284,284,1,1,49.99,19.49,6/5/2012
285,285,1,1,49.99,19.49,6/5/2012
286,286,1,1,49.99,19.49,6/5/2012
287,287,1,1,49.99,19.49,6/6/2012
288,288,1,1,49.99,19.49,6/6/2012
289,289,1,1,49.99,19.49,6/6/2012
290,290,1,1,49.99,19.49,6/6/2012
291,291,1,1,49.99,19.49,6/6/2012
292,292,1,1,49.99,19.49,6/6/2012
293,293,1,1,49.99,19.49,6/6/2012
294,294,1,1,49.99,19.49,6/6/2012
295,295,1,1,49.99,19.49,6/7/2012
296,296,1,1,49.99,19.49,6/7/2012
297,297,1,1,49.99,19.49,6/7/2012
298,298,1,1,49.99,19.49,6/7/2012
299,299,1,1,49.99,19.49,6/7/2012
300,300,1,1,49.99,19.49,6/7/2012
301,301,1,1,49.99,19.49,6/8/2012
302,302,1,1,49.99,19.49,6/8/2012
303,303,1,1,49.99,19.49,6/8/2012
304,304,1,1,49.99,19.49,6/8/2012
305,305,1,1,49.99,19.49,6/8/2012
306,306,1,1,49.99,19.49,6/8/2012
307,307,1,1,49.99,19.49,6/9/2012
308,308,1,1,49.99,19.49,6/9/2012
309,309,1,1,49.99,19.49,6/9/2012
310,310,1,1,49.99,19.49,6/10/2012
311,311,1,1,49.99,19.49,6/10/2012
312,312,1,1,49.99,19.49,6/10/2012
313,313,1,1,49.99,19.49,6/11/2012
314,314,1,1,49.99,19.49,6/11/2012
315,315,1,1,49.99,19.49,6/11/2012
316,316,1,1,49.99,19.49,6/11/2012
317,317,1,1,49.99,19.49,6/11/2012
318,318,1,1,49.99,19.49,6/12/2012
319,319,1,1,49.99,19.49,6/12/2012
320,320,1,1,49.99,19.49,6/12/2012
321,321,1,1,49.99,19.49,6/12/2012
322,322,1,1,49.99,19.49,6/12/2012
323,323,1,1,49.99,19.49,6/13/2012
324,324,1,1,49.99,19.49,6/13/2012
325,325,1,1,49.99,19.49,6/13/2012
326,326,1,1,49.99,19.49,6/13/2012
327,327,1,1,49.99,19.49,6/13/2012
328,328,1,1,49.99,19.49,6/13/2012
329,329,1,1,49.99,19.49,6/13/2012
330,330,1,1,49.99,19.49,6/13/2012
331,331,1,1,49.99,19.49,6/13/2012
332,332,1,1,49.99,19.49,6/13/2012
333,333,1,1,49.99,19.49,6/14/2012
334,334,1,1,49.99,19.49,6/15/2012
335,335,1,1,49.99,19.49,6/15/2012
336,336,1,1,49.99,19.49,6/16/2012
337,337,1,1,49.99,19.49,6/16/2012
338,338,1,1,49.99,19.49,6/16/2012
339,339,1,1,49.99,19.49,6/17/2012
340,340,1,1,49.99,19.49,6/17/2012
341,341,1,1,49.99,19.49,6/17/2012
342,342,1,1,49.99,19.49,6/17/2012
343,343,1,1,49.99,19.49,6/18/2012
344,344,1,1,49.99,19.49,6/18/2012
345,345,1,1,49.99,19.49,6/18/2012
346,346,1,1,49.99,19.49,6/18/2012
347,347,1,1,49.99,19.49,6/18/2012
348,348,1,1,49.99,19.49,6/18/2012
349,349,1,1,49.99,19.49,6/18/2012
350,350,1,1,49.99,19.49,6/19/2012
351,351,1,1,49.99,19.49,6/19/2012
352,352,1,1,49.99,19.49,6/19/2012
353,353,1,1,49.99,19.49,6/19/2012
354,354,1,1,49.99,19.49,6/19/2012
355,355,1,1,49.99,19.49,6/19/2012
356,356,1,1,49.99,19.49,6/20/2012
357,357,1,1,49.99,19.49,6/20/2012
358,358,1,1,49.99,19.49,6/20/2012
359,359,1,1,49.99,19.49,6/20/2012
360,360,1,1,49.99,19.49,6/20/2012
361,361,1,1,49.99,19.49,6/20/2012
362,362,1,1,49.99,19.49,6/21/2012
363,363,1,1,49.99,19.49,6/21/2012
364,364,1,1,49.99,19.49,6/21/2012
365,365,1,1,49.99,19.49,6/21/2012
366,366,1,1,49.99,19.49,6/21/2012
367,367,1,1,49.99,19.49,6/22/2012
368,368,1,1,49.99,19.49,6/22/2012
369,369,1,1,49.99,19.49,6/22/2012
370,370,1,1,49.99,19.49,6/22/2012
371,371,1,1,49.99,19.49,6/22/2012
372,372,1,1,49.99,19.49,6/23/2012
373,373,1,1,49.99,19.49,6/23/2012
374,374,1,1,49.99,19.49,6/23/2012
375,375,1,1,49.99,19.49,6/23/2012
376,376,1,1,49.99,19.49,6/24/2012
377,377,1,1,49.99,19.49,6/24/2012
378,378,1,1,49.99,19.49,6/25/2012
379,379,1,1,49.99,19.49,6/25/2012
380,380,1,1,49.99,19.49,6/25/2012
381,381,1,1,49.99,19.49,6/25/2012
382,382,1,1,49.99,19.49,6/25/2012
383,383,1,1,49.99,19.49,6/26/2012
384,384,1,1,49.99,19.49,6/26/2012
385,385,1,1,49.99,19.49,6/26/2012
386,386,1,1,49.99,19.49,6/26/2012
387,387,1,1,49.99,19.49,6/26/2012
388,388,1,1,49.99,19.49,6/27/2012
389,389,1,1,49.99,19.49,6/27/2012
390,390,1,1,49.99,19.49,6/27/2012
391,391,1,1,49.99,19.49,6/27/2012
392,392,1,1,49.99,19.49,6/27/2012
393,393,1,1,49.99,19.49,6/27/2012
394,394,1,1,49.99,19.49,6/28/2012
395,395,1,1,49.99,19.49,6/28/2012
396,396,1,1,49.99,19.49,6/28/2012
397,397,1,1,49.99,19.49,6/28/2012
398,398,1,1,49.99,19.49,6/28/2012
399,399,1,1,49.99,19.49,6/28/2012
400,400,1,1,49.99,19.49,6/28/2012
401,401,1,1,49.99,19.49,6/28/2012
402,402,1,1,49.99,19.49,6/28/2012
403,403,1,1,49.99,19.49,6/29/2012
404,404,1,1,49.99,19.49,6/29/2012
405,405,1,1,49.99,19.49,6/30/2012
406,406,1,1,49.99,19.49,6/30/2012
407,407,1,1,49.99,19.49,6/30/2012
408,408,1,1,49.99,19.49,7/1/2012
409,409,1,1,49.99,19.49,7/2/2012
410,410,1,1,49.99,19.49,7/2/2012
411,411,1,1,49.99,19.49,7/2/2012
412,412,1,1,49.99,19.49,7/3/2012
413,413,1,1,49.99,19.49,7/3/2012
414,414,1,1,49.99,19.49,7/3/2012
415,415,1,1,49.99,19.49,7/3/2012
416,416,1,1,49.99,19.49,7/4/2012
417,417,1,1,49.99,19.49,7/4/2012
418,418,1,1,49.99,19.49,7/4/2012
419,419,1,1,49.99,19.49,7/4/2012
420,420,1,1,49.99,19.49,7/4/2012
421,421,1,1,49.99,19.49,7/4/2012
422,422,1,1,49.99,19.49,7/5/2012
423,423,1,1,49.99,19.49,7/5/2012
424,424,1,1,49.99,19.49,7/5/2012
425,425,1,1,49.99,19.49,7/5/2012
426,426,1,1,49.99,19.49,7/5/2012
427,427,1,1,49.99,19.49,7/5/2012
428,428,1,1,49.99,19.49,7/5/2012
429,429,1,1,49.99,19.49,7/6/2012
430,430,1,1,49.99,19.49,7/6/2012
431,431,1,1,49.99,19.49,7/6/2012
432,432,1,1,49.99,19.49,7/6/2012
433,433,1,1,49.99,19.49,7/6/2012
434,434,1,1,49.99,19.49,7/7/2012
435,435,1,1,49.99,19.49,7/7/2012
436,436,1,1,49.99,19.49,7/7/2012
437,437,1,1,49.99,19.49,7/7/2012
438,438,1,1,49.99,19.49,7/8/2012
439,439,1,1,49.99,19.49,7/8/2012
440,440,1,1,49.99,19.49,7/9/2012
441,441,1,1,49.99,19.49,7/9/2012
442,442,1,1,49.99,19.49,7/9/2012
443,443,1,1,49.99,19.49,7/9/2012
444,444,1,1,49.99,19.49,7/9/2012
445,445,1,1,49.99,19.49,7/9/2012
446,446,1,1,49.99,19.49,7/9/2012
447,447,1,1,49.99,19.49,7/10/2012
448,448,1,1,49.99,19.49,7/10/2012
449,449,1,1,49.99,19.49,7/10/2012
450,450,1,1,49.99,19.49,7/10/2012
451,451,1,1,49.99,19.49,7/10/2012
452,452,1,1,49.99,19.49,7/10/2012
453,453,1,1,49.99,19.49,7/11/2012
454,454,1,1,49.99,19.49,7/11/2012
455,455,1,1,49.99,19.49,7/11/2012
456,456,1,1,49.99,19.49,7/11/2012
457,457,1,1,49.99,19.49,7/11/2012
458,458,1,1,49.99,19.49,7/11/2012
459,459,1,1,49.99,19.49,7/11/2012
460,460,1,1,49.99,19.49,7/11/2012
461,461,1,1,49.99,19.49,7/11/2012
462,462,1,1,49.99,19.49,7/12/2012
463,463,1,1,49.99,19.49,7/12/2012
464,464,1,1,49.99,19.49,7/12/2012
465,465,1,1,49.99,19.49,7/12/2012
466,466,1,1,49.99,19.49,7/13/2012
467,467,1,1,49.99,19.49,7/13/2012
468,468,1,1,49.99,19.49,7/13/2012
469,469,1,1,49.99,19.49,7/13/2012
470,470,1,1,49.99,19.49,7/14/2012
471,471,1,1,49.99,19.49,7/14/2012
472,472,1,1,49.99,19.49,7/14/2012
473,473,1,1,49.99,19.49,7/14/2012
474,474,1,1,49.99,19.49,7/15/2012
475,475,1,1,49.99,19.49,7/15/2012
476,476,1,1,49.99,19.49,7/15/2012
477,477,1,1,49.99,19.49,7/15/2012
478,478,1,1,49.99,19.49,7/15/2012
479,479,1,1,49.99,19.49,7/15/2012
480,480,1,1,49.99,19.49,7/16/2012
481,481,1,1,49.99,19.49,7/16/2012
482,482,1,1,49.99,19.49,7/16/2012
483,483,1,1,49.99,19.49,7/16/2012
484,484,1,1,49.99,19.49,7/16/2012
485,485,1,1,49.99,19.49,7/16/2012
486,486,1,1,49.99,19.49,7/17/2012
487,487,1,1,49.99,19.49,7/17/2012
488,488,1,1,49.99,19.49,7/17/2012
489,489,1,1,49.99,19.49,7/17/2012
490,490,1,1,49.99,19.49,7/17/2012
491,491,1,1,49.99,19.49,7/17/2012
492,492,1,1,49.99,19.49,7/17/2012
493,493,1,1,49.99,19.49,7/17/2012
494,494,1,1,49.99,19.49,7/18/2012
495,495,1,1,49.99,19.49,7/18/2012
496,496,1,1,49.99,19.49,7/18/2012
497,497,1,1,49.99,19.49,7/18/2012
498,498,1,1,49.99,19.49,7/19/2012
499,499,1,1,49.99,19.49,7/19/2012
500,500,1,1,49.99,19.49,7/19/2012
501,501,1,1,49.99,19.49,7/19/2012
502,502,1,1,49.99,19.49,7/19/2012
503,503,1,1,49.99,19.49,7/20/2012
504,504,1,1,49.99,19.49,7/20/2012
505,505,1,1,49.99,19.49,7/20/2012
506,506,1,1,49.99,19.49,7/20/2012
507,507,1,1,49.99,19.49,7/20/2012
508,508,1,1,49.99,19.49,7/20/2012
509,509,1,1,49.99,19.49,7/20/2012
510,510,1,1,49.99,19.49,7/20/2012
511,511,1,1,49.99,19.49,7/20/2012
512,512,1,1,49.99,19.49,7/20/2012
513,513,1,1,49.99,19.49,7/20/2012
514,514,1,1,49.99,19.49,7/20/2012
515,515,1,1,49.99,19.49,7/20/2012
516,516,1,1,49.99,19.49,7/21/2012
517,517,1,1,49.99,19.49,7/21/2012
518,518,1,1,49.99,19.49,7/21/2012
519,519,1,1,49.99,19.49,7/21/2012
520,520,1,1,49.99,19.49,7/21/2012
521,521,1,1,49.99,19.49,7/22/2012
522,522,1,1,49.99,19.49,7/22/2012
523,523,1,1,49.99,19.49,7/22/2012
524,524,1,1,49.99,19.49,7/23/2012
525,525,1,1,49.99,19.49,7/23/2012
526,526,1,1,49.99,19.49,7/23/2012
527,527,1,1,49.99,19.49,7/23/2012
528,528,1,1,49.99,19.49,7/23/2012
529,529,1,1,49.99,19.49,7/23/2012
530,530,1,1,49.99,19.49,7/23/2012
531,531,1,1,49.99,19.49,7/24/2012
532,532,1,1,49.99,19.49,7/24/2012
533,533,1,1,49.99,19.49,7/24/2012
534,534,1,1,49.99,19.49,7/24/2012
535,535,1,1,49.99,19.49,7/24/2012
536,536,1,1,49.99,19.49,7/24/2012
537,537,1,1,49.99,19.49,7/24/2012
538,538,1,1,49.99,19.49,7/25/2012
539,539,1,1,49.99,19.49,7/25/2012
540,540,1,1,49.99,19.49,7/25/2012
541,541,1,1,49.99,19.49,7/25/2012
542,542,1,1,49.99,19.49,7/25/2012
543,543,1,1,49.99,19.49,7/25/2012
544,544,1,1,49.99,19.49,7/26/2012
545,545,1,1,49.99,19.49,7/26/2012
546,546,1,1,49.99,19.49,7/26/2012
547,547,1,1,49.99,19.49,7/26/2012
548,548,1,1,49.99,19.49,7/26/2012
549,549,1,1,49.99,19.49,7/26/2012
550,550,1,1,49.99,19.49,7/26/2012
551,551,1,1,49.99,19.49,7/26/2012
552,552,1,1,49.99,19.49,7/27/2012
553,553,1,1,49.99,19.49,7/27/2012
554,554,1,1,49.99,19.49,7/27/2012
555,555,1,1,49.99,19.49,7/27/2012
556,556,1,1,49.99,19.49,7/27/2012
557,557,1,1,49.99,19.49,7/27/2012
558,558,1,1,49.99,19.49,7/28/2012
559,559,1,1,49.99,19.49,7/28/2012
560,560,1,1,49.99,19.49,7/28/2012
561,561,1,1,49.99,19.49,7/28/2012
562,562,1,1,49.99,19.49,7/29/2012
563,563,1,1,49.99,19.49,7/29/2012
564,564,1,1,49.99,19.49,7/29/2012
565,565,1,1,49.99,19.49,7/29/2012
566,566,1,1,49.99,19.49,7/30/2012
567,567,1,1,49.99,19.49,7/30/2012
568,568,1,1,49.99,19.49,7/30/2012
569,569,1,1,49.99,19.49,7/30/2012
570,570,1,1,49.99,19.49,7/31/2012
571,571,1,1,49.99,19.49,7/31/2012
572,572,1,1,49.99,19.49,7/31/2012
573,573,1,1,49.99,19.49,7/31/2012
574,574,1,1,49.99,19.49,7/31/2012
575,575,1,1,49.99,19.49,7/31/2012
576,576,1,1,49.99,19.49,7/31/2012
577,577,1,1,49.99,19.49,8/1/2012
578,578,1,1,49.99,19.49,8/1/2012
579,579,1,1,49.99,19.49,8/1/2012
580,580,1,1,49.99,19.49,8/1/2012
581,581,1,1,49.99,19.49,8/1/2012
582,582,1,1,49.99,19.49,8/1/2012
583,583,1,1,49.99,19.49,8/1/2012
584,584,1,1,49.99,19.49,8/1/2012
585,585,1,1,49.99,19.49,8/1/2012
586,586,1,1,49.99,19.49,8/1/2012
587,587,1,1,49.99,19.49,8/2/2012
588,588,1,1,49.99,19.49,8/2/2012
589,589,1,1,49.99,19.49,8/2/2012
590,590,1,1,49.99,19.49,8/2/2012
591,591,1,1,49.99,19.49,8/2/2012
592,592,1,1,49.99,19.49,8/2/2012
593,593,1,1,49.99,19.49,8/2/2012
594,594,1,1,49.99,19.49,8/2/2012
595,595,1,1,49.99,19.49,8/2/2012
596,596,1,1,49.99,19.49,8/2/2012
597,597,1,1,49.99,19.49,8/2/2012
598,598,1,1,49.99,19.49,8/2/2012
599,599,1,1,49.99,19.49,8/2/2012
600,600,1,1,49.99,19.49,8/2/2012
601,601,1,1,49.99,19.49,8/2/2012
602,602,1,1,49.99,19.49,8/2/2012
603,603,1,1,49.99,19.49,8/3/2012
604,604,1,1,49.99,19.49,8/3/2012
605,605,1,1,49.99,19.49,8/3/2012
