order_id,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,created_at
52,1691,1683,1,1,49.99,19.49,3/30/2012
53,1709,1701,1,1,49.99,19.49,3/30/2012
54,1726,1718,1,1,49.99,19.49,3/30/2012
55,1729,1721,1,1,49.99,19.49,3/30/2012
56,1790,1782,1,1,49.99,19.49,3/31/2012
57,1802,1794,1,1,49.99,19.49,3/31/2012
58,1807,1799,1,1,49.99,19.49,3/31/2012
59,1823,1815,1,1,49.99,19.49,3/31/2012
60,1863,1855,1,1,49.99,19.49,3/31/2012
61,1890,1882,1,1,49.99,19.49,4/1/2012
62,1912,1902,1,1,49.99,19.49,4/1/2012
63,1939,1929,1,1,49.99,19.49,4/1/2012
64,1944,1934,1,1,49.99,19.49,4/1/2012
65,2036,2025,1,1,49.99,19.49,4/2/2012
66,2089,2076,1,1,49.99,19.49,4/2/2012
67,2102,2089,1,1,49.99,19.49,4/2/2012
68,2115,2102,1,1,49.99,19.49,4/2/2012
69,2210,2196,1,1,49.99,19.49,4/3/2012
70,2231,2217,1,1,49.99,19.49,4/3/2012
71,2262,2247,1,1,49.99,19.49,4/3/2012
72,2291,2276,1,1,49.99,19.49,4/3/2012
73,2295,1752,1,1,49.99,19.49,4/3/2012
74,2325,2309,1,1,49.99,19.49,4/3/2012
75,2392,2376,1,1,49.99,19.49,4/4/2012
76,2422,2405,1,1,49.99,19.49,4/4/2012
77,2431,2414,1,1,49.99,19.49,4/4/2012
78,2514,2495,1,1,49.99,19.49,4/4/2012
79,2522,2503,1,1,49.99,19.49,4/4/2012
80,2624,383,1,1,49.99,19.49,4/5/2012
81,2668,2644,1,1,49.99,19.49,4/5/2012
82,2770,2746,1,1,49.99,19.49,4/5/2012
83,2810,2786,1,1,49.99,19.49,4/6/2012
84,2879,2854,1,1,49.99,19.49,4/6/2012
85,2942,2916,1,1,49.99,19.49,4/6/2012
86,2982,2956,1,1,49.99,19.49,4/6/2012
87,3000,2972,1,1,49.99,19.49,4/7/2012
88,3040,3012,1,1,49.99,19.49,4/7/2012
89,3044,3016,1,1,49.99,19.49,4/7/2012
90,3077,3048,1,1,49.99,19.49,4/8/2012
91,3082,3053,1,1,49.99,19.49,4/8/2012
92,3137,3107,1,1,49.99,19.49,4/8/2012
93,3139,3109,1,1,49.99,19.49,4/8/2012
94,3147,3116,1,1,49.99,19.49,4/8/2012
95,3189,3158,1,1,49.99,19.49,4/9/2012
96,3188,3157,1,1,49.99,19.49,4/9/2012
97,3208,3177,1,1,49.99,19.49,4/9/2012
98,3247,3215,1,1,49.99,19.49,4/9/2012
99,3295,3263,1,1,49.99,19.49,4/9/2012
100,3299,3267,1,1,49.99,19.49,4/9/2012
101,3318,3285,1,1,49.99,19.49,4/9/2012
102,3322,3289,1,1,49.99,19.49,4/9/2012
103,3421,3386,1,1,49.99,19.49,4/10/2012
104,3446,3411,1,1,49.99,19.49,4/10/2012
105,3496,3460,1,1,49.99,19.49,4/10/2012
106,3604,3565,1,1,49.99,19.49,4/11/2012
107,3618,3579,1,1,49.99,19.49,4/11/2012
108,3642,3602,1,1,49.99,19.49,4/11/2012
109,3683,3642,1,1,49.99,19.49,4/11/2012
110,3689,3648,1,1,49.99,19.49,4/11/2012
111,3746,3703,1,1,49.99,19.49,4/12/2012
112,3765,3722,1,1,49.99,19.49,4/12/2012
113,3789,811,1,1,49.99,19.49,4/12/2012
114,3807,3761,1,1,49.99,19.49,4/12/2012
115,3873,3824,1,1,49.99,19.49,4/13/2012
116,3947,3895,1,1,49.99,19.49,4/13/2012
117,4100,4047,1,1,49.99,19.49,4/14/2012
118,4119,4065,1,1,49.99,19.49,4/15/2012
119,4130,4076,1,1,49.99,19.49,4/15/2012
120,4136,4082,1,1,49.99,19.49,4/15/2012
121,4140,4086,1,1,49.99,19.49,4/15/2012
122,4224,3313,1,1,49.99,19.49,4/16/2012
123,4232,4174,1,1,49.99,19.49,4/16/2012
124,4235,4177,1,1,49.99,19.49,4/16/2012
125,4249,4191,1,1,49.99,19.49,4/16/2012
126,4258,167,1,1,49.99,19.49,4/16/2012
127,4372,455,1,1,49.99,19.49,4/17/2012
128,4420,4346,1,1,49.99,19.49,4/18/2012
129,4437,4362,1,1,49.99,19.49,4/18/2012
130,4490,755,1,1,49.99,19.49,4/18/2012
131,4501,4423,1,1,49.99,19.49,4/18/2012
132,4531,59,1,1,49.99,19.49,4/19/2012
133,4559,4474,1,1,49.99,19.49,4/19/2012
134,4566,4480,1,1,49.99,19.49,4/19/2012
135,4567,4481,1,1,49.99,19.49,4/19/2012
136,4605,4519,1,1,49.99,19.49,4/19/2012
137,4620,4533,1,1,49.99,19.49,4/19/2012
138,4685,4590,1,1,49.99,19.49,4/20/2012
139,4770,4674,1,1,49.99,19.49,4/21/2012
140,4801,4704,1,1,49.99,19.49,4/22/2012
141,4815,4718,1,1,49.99,19.49,4/22/2012
142,4828,4728,1,1,49.99,19.49,4/22/2012
143,4878,4774,1,1,49.99,19.49,4/23/2012
144,4881,4777,1,1,49.99,19.49,4/23/2012
145,4889,4785,1,1,49.99,19.49,4/23/2012
146,4923,2368,1,1,49.99,19.49,4/23/2012
147,4943,4832,1,1,49.99,19.49,4/23/2012
148,4951,4840,1,1,49.99,19.49,4/23/2012
149,4952,3291,1,1,49.99,19.49,4/23/2012
150,5054,4933,1,1,49.99,19.49,4/24/2012
151,5065,210,1,1,49.99,19.49,4/24/2012
152,5151,13,1,1,49.99,19.49,4/25/2012
153,5252,5116,1,1,49.99,19.49,4/26/2012
154,5270,5134,1,1,49.99,19.49,4/26/2012
155,5292,5154,1,1,49.99,19.49,4/26/2012
156,5297,5158,1,1,49.99,19.49,4/27/2012
157,5386,5243,1,1,49.99,19.49,4/27/2012
158,5458,5312,1,1,49.99,19.49,4/29/2012
159,5538,5387,1,1,49.99,19.49,4/30/2012
160,5619,5461,1,1,49.99,19.49,5/1/2012
161,5650,5488,1,1,49.99,19.49,5/1/2012
162,5654,876,1,1,49.99,19.49,5/1/2012
163,5663,4038,1,1,49.99,19.49,5/1/2012
164,5705,5539,1,1,49.99,19.49,5/1/2012
165,5820,5640,1,1,49.99,19.49,5/2/2012
166,5830,5649,1,1,49.99,19.49,5/2/2012
167,5870,5688,1,1,49.99,19.49,5/2/2012
168,5873,5691,1,1,49.99,19.49,5/2/2012
169,5925,3057,1,1,49.99,19.49,5/3/2012
170,5927,2617,1,1,49.99,19.49,5/3/2012
171,5976,5788,1,1,49.99,19.49,5/3/2012
172,5987,5797,1,1,49.99,19.49,5/3/2012
173,6017,5824,1,1,49.99,19.49,5/3/2012
174,6036,5840,1,1,49.99,19.49,5/4/2012
175,6056,5858,1,1,49.99,19.49,5/4/2012
176,6123,5918,1,1,49.99,19.49,5/4/2012
177,6481,6237,1,1,49.99,19.49,5/8/2012
178,6487,6242,1,1,49.99,19.49,5/8/2012
179,6536,6288,1,1,49.99,19.49,5/9/2012
180,6539,6291,1,1,49.99,19.49,5/9/2012
181,6562,6313,1,1,49.99,19.49,5/9/2012
182,6571,6322,1,1,49.99,19.49,5/9/2012
183,6603,6352,1,1,49.99,19.49,5/9/2012
184,6614,2020,1,1,49.99,19.49,5/9/2012
185,6629,6374,1,1,49.99,19.49,5/9/2012
186,6637,6381,1,1,49.99,19.49,5/9/2012
187,6692,6433,1,1,49.99,19.49,5/10/2012
188,6765,6500,1,1,49.99,19.49,5/10/2012
189,6781,6515,1,1,49.99,19.49,5/10/2012
190,6836,6565,1,1,49.99,19.49,5/11/2012
191,6889,5115,1,1,49.99,19.49,5/11/2012
192,6927,6648,1,1,49.99,19.49,5/11/2012
193,6993,6711,1,1,49.99,19.49,5/12/2012
194,7018,6732,1,1,49.99,19.49,5/13/2012
195,7035,6747,1,1,49.99,19.49,5/13/2012
196,7042,6754,1,1,49.99,19.49,5/13/2012
197,7140,3659,1,1,49.99,19.49,5/14/2012
198,7144,6841,1,1,49.99,19.49,5/14/2012
199,7175,6869,1,1,49.99,19.49,5/15/2012
200,7178,3123,1,1,49.99,19.49,5/15/2012
201,7179,6872,1,1,49.99,19.49,5/15/2012
202,7188,6880,1,1,49.99,19.49,5/15/2012
203,7191,6882,1,1,49.99,19.49,5/15/2012
204,7240,6929,1,1,49.99,19.49,5/15/2012
205,7245,872,1,1,49.99,19.49,5/15/2012
206,7263,6948,1,1,49.99,19.49,5/15/2012
207,7311,6994,1,1,49.99,19.49,5/16/2012
208,7312,6995,1,1,49.99,19.49,5/16/2012
209,7421,7097,1,1,49.99,19.49,5/17/2012
210,7507,7176,1,1,49.99,19.49,5/17/2012
211,7528,7195,1,1,49.99,19.49,5/17/2012
212,7577,4607,1,1,49.99,19.49,5/18/2012
213,7590,7248,1,1,49.99,19.49,5/18/2012
214,7597,3264,1,1,49.99,19.49,5/18/2012
215,7604,7260,1,1,49.99,19.49,5/18/2012
216,7663,7314,1,1,49.99,19.49,5/19/2012
217,7710,7355,1,1,49.99,19.49,5/20/2012
218,7734,7379,1,1,49.99,19.49,5/20/2012
219,7787,7425,1,1,49.99,19.49,5/20/2012
220,7792,7430,1,1,49.99,19.49,5/20/2012
221,7795,7432,1,1,49.99,19.49,5/20/2012
222,7820,7455,1,1,49.99,19.49,5/21/2012
223,7864,7498,1,1,49.99,19.49,5/21/2012
224,7906,7533,1,1,49.99,19.49,5/21/2012
225,7947,7569,1,1,49.99,19.49,5/21/2012
226,7973,7594,1,1,49.99,19.49,5/22/2012
227,7978,7599,1,1,49.99,19.49,5/22/2012
228,8001,4430,1,1,49.99,19.49,5/22/2012
229,8011,7630,1,1,49.99,19.49,5/22/2012
230,8060,1997,1,1,49.99,19.49,5/22/2012
231,8130,7735,1,1,49.99,19.49,5/23/2012
232,8265,4098,1,1,49.99,19.49,5/23/2012
233,8272,7867,1,1,49.99,19.49,5/23/2012
234,8435,8016,1,1,49.99,19.49,5/24/2012
235,8447,8026,1,1,49.99,19.49,5/24/2012
236,8479,8053,1,1,49.99,19.49,5/25/2012
237,8480,8054,1,1,49.99,19.49,5/25/2012
238,8519,8090,1,1,49.99,19.49,5/25/2012
239,8543,8114,1,1,49.99,19.49,5/25/2012
240,8546,8116,1,1,49.99,19.49,5/25/2012
241,8569,8136,1,1,49.99,19.49,5/25/2012
242,8642,8202,1,1,49.99,19.49,5/26/2012
243,8643,8203,1,1,49.99,19.49,5/26/2012
244,8656,8216,1,1,49.99,19.49,5/26/2012
245,8694,8250,1,1,49.99,19.49,5/27/2012
246,8738,8289,1,1,49.99,19.49,5/27/2012
247,8748,8299,1,1,49.99,19.49,5/28/2012
248,8766,8314,1,1,49.99,19.49,5/28/2012
249,8810,8353,1,1,49.99,19.49,5/28/2012
250,8874,8409,1,1,49.99,19.49,5/29/2012
251,8903,8436,1,1,49.99,19.49,5/29/2012
252,8905,8438,1,1,49.99,19.49,5/29/2012
253,8921,8453,1,1,49.99,19.49,5/29/2012
254,8953,8484,1,1,49.99,19.49,5/29/2012
255,8963,8493,1,1,49.99,19.49,5/29/2012
256,8971,8501,1,1,49.99,19.49,5/29/2012
257,9020,8548,1,1,49.99,19.49,5/29/2012
258,9032,8559,1,1,49.99,19.49,5/30/2012
259,9042,8567,1,1,49.99,19.49,5/30/2012
260,9073,8594,1,1,49.99,19.49,5/30/2012
261,9166,8676,1,1,49.99,19.49,5/30/2012
262,9176,8684,1,1,49.99,19.49,5/30/2012
263,9193,8701,1,1,49.99,19.49,5/31/2012
264,9216,8721,1,1,49.99,19.49,5/31/2012
265,9240,7771,1,1,49.99,19.49,5/31/2012
266,9294,8792,1,1,49.99,19.49,5/31/2012
267,9342,8836,1,1,49.99,19.49,5/31/2012
268,9363,8855,1,1,49.99,19.49,6/1/2012
269,9412,8898,1,1,49.99,19.49,6/1/2012
270,9413,8899,1,1,49.99,19.49,6/1/2012
271,9428,8911,1,1,49.99,19.49,6/1/2012
272,9460,8941,1,1,49.99,19.49,6/1/2012
273,9467,8948,1,1,49.99,19.49,6/1/2012
274,9514,8992,1,1,49.99,19.49,6/2/2012
275,9547,9022,1,1,49.99,19.49,6/2/2012
276,9562,9033,1,1,49.99,19.49,6/3/2012
277,9568,9038,1,1,49.99,19.49,6/3/2012
278,9590,4154,1,1,49.99,19.49,6/3/2012
279,9592,9057,1,1,49.99,19.49,6/3/2012
280,9617,9082,1,1,49.99,19.49,6/4/2012
281,9735,9182,1,1,49.99,19.49,6/4/2012
282,9765,9209,1,1,49.99,19.49,6/5/2012
283,9769,9213,1,1,49.99,19.49,6/5/2012
284,9779,9222,1,1,49.99,19.49,6/5/2012
285,9819,9259,1,1,49.99,19.49,6/5/2012
286,9849,9284,1,1,49.99,19.49,6/5/2012
287,9915,9342,1,1,49.99,19.49,6/6/2012
288,9932,9357,1,1,49.99,19.49,6/6/2012
289,9942,9364,1,1,49.99,19.49,6/6/2012
290,9954,9374,1,1,49.99,19.49,6/6/2012
291,9989,9406,1,1,49.99,19.49,6/6/2012
292,10020,9433,1,1,49.99,19.49,6/6/2012
293,10033,9446,1,1,49.99,19.49,6/6/2012
294,10041,9454,1,1,49.99,19.49,6/6/2012
295,10105,9509,1,1,49.99,19.49,6/7/2012
296,10122,9525,1,1,49.99,19.49,6/7/2012
297,10151,9553,1,1,49.99,19.49,6/7/2012
298,10167,9567,1,1,49.99,19.49,6/7/2012
299,10177,9576,1,1,49.99,19.49,6/7/2012
300,10244,9640,1,1,49.99,19.49,6/7/2012
301,10265,9658,1,1,49.99,19.49,6/8/2012
302,10269,6616,1,1,49.99,19.49,6/8/2012
303,10277,9669,1,1,49.99,19.49,6/8/2012
304,10291,9681,1,1,49.99,19.49,6/8/2012
305,10300,9689,1,1,49.99,19.49,6/8/2012
306,10335,9721,1,1,49.99,19.49,6/8/2012
307,10411,9788,1,1,49.99,19.49,6/9/2012
308,10442,9816,1,1,49.99,19.49,6/9/2012
309,10468,9836,1,1,49.99,19.49,6/9/2012
310,10517,9881,1,1,49.99,19.49,6/10/2012
311,10518,9882,1,1,49.99,19.49,6/10/2012
312,10526,3428,1,1,49.99,19.49,6/10/2012
313,10575,9933,1,1,49.99,19.49,6/11/2012
314,10591,7271,1,1,49.99,19.49,6/11/2012
315,10600,9955,1,1,49.99,19.49,6/11/2012
316,10605,9959,1,1,49.99,19.49,6/11/2012
317,10674,3561,1,1,49.99,19.49,6/11/2012
318,10719,10065,1,1,49.99,19.49,6/12/2012
319,10721,10067,1,1,49.99,19.49,6/12/2012
320,10752,10094,1,1,49.99,19.49,6/12/2012
321,10787,10124,1,1,49.99,19.49,6/12/2012
322,10837,10172,1,1,49.99,19.49,6/12/2012
323,10886,10216,1,1,49.99,19.49,6/13/2012
324,10918,10246,1,1,49.99,19.49,6/13/2012
325,10922,10250,1,1,49.99,19.49,6/13/2012
326,10927,10254,1,1,49.99,19.49,6/13/2012
327,10926,10253,1,1,49.99,19.49,6/13/2012
328,10937,10264,1,1,49.99,19.49,6/13/2012
329,10946,10272,1,1,49.99,19.49,6/13/2012
330,10971,8333,1,1,49.99,19.49,6/13/2012
331,10985,10306,1,1,49.99,19.49,6/13/2012
332,11007,7350,1,1,49.99,19.49,6/13/2012
333,11154,10459,1,1,49.99,19.49,6/14/2012
334,11322,3736,1,1,49.99,19.49,6/15/2012
335,11386,10668,1,1,49.99,19.49,6/15/2012
336,11389,10671,1,1,49.99,19.49,6/16/2012
337,11397,10678,1,1,49.99,19.49,6/16/2012
338,11418,10699,1,1,49.99,19.49,6/16/2012
339,11502,10775,1,1,49.99,19.49,6/17/2012
340,11520,10791,1,1,49.99,19.49,6/17/2012
341,11530,10799,1,1,49.99,19.49,6/17/2012
342,11531,10800,1,1,49.99,19.49,6/17/2012
343,11543,10812,1,1,49.99,19.49,6/18/2012
344,11616,10876,1,1,49.99,19.49,6/18/2012
345,11618,10878,1,1,49.99,19.49,6/18/2012
346,11629,10889,1,1,49.99,19.49,6/18/2012
347,11657,10913,1,1,49.99,19.49,6/18/2012
348,11670,10924,1,1,49.99,19.49,6/18/2012
349,11677,10931,1,1,49.99,19.49,6/18/2012
350,11729,10975,1,1,49.99,19.49,6/19/2012
351,11739,10984,1,1,49.99,19.49,6/19/2012
352,11756,10998,1,1,49.99,19.49,6/19/2012
353,11762,11003,1,1,49.99,19.49,6/19/2012
354,11801,10235,1,1,49.99,19.49,6/19/2012
355,11835,11071,1,1,49.99,19.49,6/19/2012
356,11917,11148,1,1,49.99,19.49,6/20/2012
357,11946,11176,1,1,49.99,19.49,6/20/2012
358,11957,11187,1,1,49.99,19.49,6/20/2012
359,11971,11200,1,1,49.99,19.49,6/20/2012
360,11985,11211,1,1,49.99,19.49,6/20/2012
361,12028,11249,1,1,49.99,19.49,6/20/2012
362,12047,11268,1,1,49.99,19.49,6/21/2012
363,12065,11285,1,1,49.99,19.49,6/21/2012
364,12086,11304,1,1,49.99,19.49,6/21/2012
365,12141,11352,1,1,49.99,19.49,6/21/2012
366,12168,11376,1,1,49.99,19.49,6/21/2012
367,12216,2108,1,1,49.99,19.49,6/22/2012
368,12243,11443,1,1,49.99,19.49,6/22/2012
369,12284,11481,1,1,49.99,19.49,6/22/2012
370,12321,9542,1,1,49.99,19.49,6/22/2012
371,12329,11522,1,1,49.99,19.49,6/22/2012
372,12388,8237,1,1,49.99,19.49,6/23/2012
373,12394,11583,1,1,49.99,19.49,6/23/2012
374,12408,11597,1,1,49.99,19.49,6/23/2012
375,12424,11611,1,1,49.99,19.49,6/23/2012
376,12478,11660,1,1,49.99,19.49,6/24/2012
377,12479,11661,1,1,49.99,19.49,6/24/2012
378,12509,11687,1,1,49.99,19.49,6/25/2012
379,12568,11742,1,1,49.99,19.49,6/25/2012
380,12579,11753,1,1,49.99,19.49,6/25/2012
381,12604,11159,1,1,49.99,19.49,6/25/2012
382,12605,11776,1,1,49.99,19.49,6/25/2012
383,12672,5191,1,1,49.99,19.49,6/26/2012
384,12699,11858,1,1,49.99,19.49,6/26/2012
385,12708,11867,1,1,49.99,19.49,6/26/2012
386,12738,11897,1,1,49.99,19.49,6/26/2012
387,12760,3561,1,1,49.99,19.49,6/26/2012
388,12807,11959,1,1,49.99,19.49,6/27/2012
389,12809,9109,1,1,49.99,19.49,6/27/2012
390,12831,6390,1,1,49.99,19.49,6/27/2012
391,12837,11986,1,1,49.99,19.49,6/27/2012
392,12912,12048,1,1,49.99,19.49,6/27/2012
393,12927,12061,1,1,49.99,19.49,6/27/2012
394,12988,12113,1,1,49.99,19.49,6/28/2012
395,13016,12139,1,1,49.99,19.49,6/28/2012
396,13046,12165,1,1,49.99,19.49,6/28/2012
397,13073,12188,1,1,49.99,19.49,6/28/2012
398,13081,10278,1,1,49.99,19.49,6/28/2012
399,13083,12197,1,1,49.99,19.49,6/28/2012
400,13089,12203,1,1,49.99,19.49,6/28/2012
401,13093,12207,1,1,49.99,19.49,6/28/2012
402,13094,3293,1,1,49.99,19.49,6/28/2012
403,13194,12293,1,1,49.99,19.49,6/29/2012
404,13221,12320,1,1,49.99,19.49,6/29/2012
405,13285,12374,1,1,49.99,19.49,6/30/2012
406,13287,12376,1,1,49.99,19.49,6/30/2012
407,13297,6095,1,1,49.99,19.49,6/30/2012
408,13319,12406,1,1,49.99,19.49,7/1/2012
409,13460,12530,1,1,49.99,19.49,7/2/2012
410,13494,12562,1,1,49.99,19.49,7/2/2012
411,13510,12576,1,1,49.99,19.49,7/2/2012
412,13571,12632,1,1,49.99,19.49,7/3/2012
413,13591,12651,1,1,49.99,19.49,7/3/2012
414,13663,12716,1,1,49.99,19.49,7/3/2012
415,13694,7434,1,1,49.99,19.49,7/3/2012
416,13726,12768,1,1,49.99,19.49,7/4/2012
417,13745,12787,1,1,49.99,19.49,7/4/2012
418,13752,12793,1,1,49.99,19.49,7/4/2012
419,13754,6033,1,1,49.99,19.49,7/4/2012
420,13782,12818,1,1,49.99,19.49,7/4/2012
421,13812,12847,1,1,49.99,19.49,7/4/2012
422,13843,12875,1,1,49.99,19.49,7/5/2012
423,13857,12888,1,1,49.99,19.49,7/5/2012
424,13880,12909,1,1,49.99,19.49,7/5/2012
425,13891,12920,1,1,49.99,19.49,7/5/2012
426,13949,12977,1,1,49.99,19.49,7/5/2012
427,13975,13001,1,1,49.99,19.49,7/5/2012
428,13981,13006,1,1,49.99,19.49,7/5/2012
429,14062,13081,1,1,49.99,19.49,7/6/2012
430,14098,11375,1,1,49.99,19.49,7/6/2012
431,14124,13138,1,1,49.99,19.49,7/6/2012
432,14129,13142,1,1,49.99,19.49,7/6/2012
433,14147,13159,1,1,49.99,19.49,7/6/2012
434,14157,13168,1,1,49.99,19.49,7/7/2012
435,14170,13179,1,1,49.99,19.49,7/7/2012
436,14186,13194,1,1,49.99,19.49,7/7/2012
437,14195,13203,1,1,49.99,19.49,7/7/2012
438,14205,13212,1,1,49.99,19.49,7/8/2012
439,14219,13225,1,1,49.99,19.49,7/8/2012
440,14289,13288,1,1,49.99,19.49,7/9/2012
441,14307,13304,1,1,49.99,19.49,7/9/2012
442,14346,13339,1,1,49.99,19.49,7/9/2012
443,14357,13349,1,1,49.99,19.49,7/9/2012
444,14354,13346,1,1,49.99,19.49,7/9/2012
445,14377,13369,1,1,49.99,19.49,7/9/2012
446,14383,13374,1,1,49.99,19.49,7/9/2012
447,14460,13445,1,1,49.99,19.49,7/10/2012
448,14462,13447,1,1,49.99,19.49,7/10/2012
449,14476,13459,1,1,49.99,19.49,7/10/2012
450,14550,13530,1,1,49.99,19.49,7/10/2012
451,14564,13544,1,1,49.99,19.49,7/10/2012
452,14567,7578,1,1,49.99,19.49,7/10/2012
453,14604,10468,1,1,49.99,19.49,7/11/2012
454,14623,13595,1,1,49.99,19.49,7/11/2012
455,14657,13624,1,1,49.99,19.49,7/11/2012
456,14663,13629,1,1,49.99,19.49,7/11/2012
457,14671,13637,1,1,49.99,19.49,7/11/2012
458,14678,13644,1,1,49.99,19.49,7/11/2012
459,14679,13645,1,1,49.99,19.49,7/11/2012
460,14688,13652,1,1,49.99,19.49,7/11/2012
461,14698,13660,1,1,49.99,19.49,7/11/2012
462,14865,13812,1,1,49.99,19.49,7/12/2012
463,14889,13833,1,1,49.99,19.49,7/12/2012
464,14895,13839,1,1,49.99,19.49,7/12/2012
465,14918,13859,1,1,49.99,19.49,7/12/2012
466,14943,13881,1,1,49.99,19.49,7/13/2012
467,14960,13898,1,1,49.99,19.49,7/13/2012
468,14979,13913,1,1,49.99,19.49,7/13/2012
469,15051,9892,1,1,49.99,19.49,7/13/2012
470,15056,7204,1,1,49.99,19.49,7/14/2012
471,15094,7753,1,1,49.99,19.49,7/14/2012
472,15102,14021,1,1,49.99,19.49,7/14/2012
473,15103,14022,1,1,49.99,19.49,7/14/2012
474,15134,14049,1,1,49.99,19.49,7/15/2012
475,15153,14068,1,1,49.99,19.49,7/15/2012
476,15156,14071,1,1,49.99,19.49,7/15/2012
477,15173,14085,1,1,49.99,19.49,7/15/2012
478,15188,14098,1,1,49.99,19.49,7/15/2012
479,15194,14102,1,1,49.99,19.49,7/15/2012
480,15263,14165,1,1,49.99,19.49,7/16/2012
481,15269,6960,1,1,49.99,19.49,7/16/2012
482,15292,14190,1,1,49.99,19.49,7/16/2012
483,15313,9740,1,1,49.99,19.49,7/16/2012
484,15339,14235,1,1,49.99,19.49,7/16/2012
485,15343,14239,1,1,49.99,19.49,7/16/2012
486,15366,14260,1,1,49.99,19.49,7/17/2012
487,15375,14268,1,1,49.99,19.49,7/17/2012
488,15440,14325,1,1,49.99,19.49,7/17/2012
489,15444,14329,1,1,49.99,19.49,7/17/2012
490,15490,14370,1,1,49.99,19.49,7/17/2012
491,15503,14382,1,1,49.99,19.49,7/17/2012
492,15527,14405,1,1,49.99,19.49,7/17/2012
493,15534,13547,1,1,49.99,19.49,7/17/2012
494,15570,14442,1,1,49.99,19.49,7/18/2012
495,15584,14453,1,1,49.99,19.49,7/18/2012
496,15711,14570,1,1,49.99,19.49,7/18/2012
497,15716,8415,1,1,49.99,19.49,7/18/2012
498,15776,14626,1,1,49.99,19.49,7/19/2012
499,15819,14663,1,1,49.99,19.49,7/19/2012
500,15845,11071,1,1,49.99,19.49,7/19/2012
501,15872,14711,1,1,49.99,19.49,7/19/2012
502,15883,14722,1,1,49.99,19.49,7/19/2012
503,15891,14730,1,1,49.99,19.49,7/20/2012
504,15903,14742,1,1,49.99,19.49,7/20/2012
505,15907,14746,1,1,49.99,19.49,7/20/2012
506,15918,14756,1,1,49.99,19.49,7/20/2012
507,15984,14814,1,1,49.99,19.49,7/20/2012
508,16003,14832,1,1,49.99,19.49,7/20/2012
509,16002,14831,1,1,49.99,19.49,7/20/2012
510,16005,14834,1,1,49.99,19.49,7/20/2012
511,16004,14833,1,1,49.99,19.49,7/20/2012
512,16007,14836,1,1,49.99,19.49,7/20/2012
513,16025,14852,1,1,49.99,19.49,7/20/2012
514,16037,7607,1,1,49.99,19.49,7/20/2012
515,16038,14861,1,1,49.99,19.49,7/20/2012
516,16061,4636,1,1,49.99,19.49,7/21/2012
517,16069,14887,1,1,49.99,19.49,7/21/2012
